product_id,id,name,brand,category,price,cpu,gpu,ram,storage_type,storage_capacity,display
"68c5583b9869e837e80ce9a5",48,"Laptop Msi Crosshair 16 HX AI D2XWGKG-072VN (Ultra 7-255HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Windows 11)","Msi","Gaming",47990000,"Intel® Core™ Ultra 7-255HX","GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs","2 x 16GB 6400MHz DDR5","","","16"" WQXGA (2560 x 1600) IPS, 240Hz, 100% DCI-P3"
"68c5583b9869e837e80ce9a6",49,"Laptop Msi Crosshair 16 HX AI D2XWFKG-078VN (Ultra 7-255HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11)","Msi","Gaming",41990000,"Intel® Core™ Ultra 7-255HX","GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs","2 x 16GB 6400MHz DDR5","","","16"" WQXGA (2560 x 1600) IPS, 240Hz, 100% DCI-P3"
"68c5583b9869e837e80ce9a7",50,"Laptop Msi Crosshair 16 HX AI D2XWFKG-036VN (Ultra 7-255HX/ GeForce RTX™ 5060/ 16GB/ 1TB/ Windows 11)","Msi","Gaming",39990000,"Intel® Core™ Ultra 7-255HX","GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs","2 x 8GB 6400MHz DDR5","","","16"" WQXGA (2560 x 1600) IPS, 240Hz, 100% DCI-P3"
"68c5583b9869e837e80ce9a8",51,"Laptop Acer Aspire Lite 14 - AL14-52M-32KV (i3-1305U/ Onboard graphics/ 8GB/ 256GB/ Windows 11)","Acer","Student",9290000,"Intel® Core™ i3-1305U","Onboard graphics","1 x 8GB 4800MHz DDR5","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, 300 nits,"
"68c5583b9869e837e80ce9a9",52,"Laptop Lenovo ThinkPad E14 Gen 7 - 21SX0032VN (Ultra 7-255H/ Onboard graphics/ 32GB/ 1TB/ Windows 11)","Lenovo","Business",32690000,"Intel® Core™ Ultra 7-255H","Onboard graphics","2 x 16GB 5600MHz DDR5","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9aa",53,"Laptop Lenovo V14 G4 IRU - 83A000FQVN (Core i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Lenovo","Student",14490000,"Intel® Core™ i5-13420H","Onboard graphics","16GB (8GB + 8GB Onboard) 3200MHz DDR4","","","14"" Full HD (1920 x 1080) IPS, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9ab",54,"Laptop Lenovo ThinkPad X9-15 Gen 1 - 21Q60052VN (Ultra 5-228V/ Onboard graphics/ 32GB/ 1TB/ Windows 11 Pro)","Lenovo","Business",50390000,"Intel® Core™ Ultra 5-228V","Onboard graphics","32GB Onboard 8533MHz LPDDR5x","","","15.3"" 2.8K (2880 x 1800) OLED, 120Hz, Màn hình chống lóa, 500 nits, 100% DCI-P3"
"68c5583b9869e837e80ce9ac",55,"Laptop Asus Vivobook S 14 S3407VA-LY046W (Core i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Student",17690000,"Intel® Core™ i5-13420H","Onboard graphics","16GB (8GB + 8GB Onboard) DDR5","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9ad",56,"Laptop Asus Vivobook S S3407CA-LY095WS (Ultra 5-225H/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office + Microsoft)","Asus","Student",20490000,"Intel® Core™ Ultra 5-225H","Onboard graphics","16GB Onboard DDR5","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9ae",57,"Laptop Asus Vivobook S 14 S3407CA-LY096WS (Ultra 7-255H/ Onboard graphics/ 16GB/ 512GB/ Windows 11 + Office + Microsoft)","Asus","Student",25490000,"Intel® Core™ Ultra 7-255H","Onboard graphics","16GB Onboard DDR5","","","14"" WUXGA (1920 x 1200) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9af",58,"Laptop Gigabyte Gaming A16 CMHI2VN893SH (i7-13620H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11)","Gigabyte","Gaming",26790000,"Intel® Core™ i7-13620H","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","1 x 16GB 5200MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 165Hz,"
"68c5583b9869e837e80ce9b0",59,"Laptop Gigabyte Gaming A16 CMHH2VN893SH (Core i5-13420H/ GeForce RTX™ 4050/ 16GB/ 512GB/ Windows 11)","Gigabyte","Gaming",24590000,"Intel® Core™ i5-13420H","GeForce RTX™ 4050 6GB GDDR6, 194 AI TOPs","1 x 16GB 5200MHz DDR5","","","16"" WUXGA (1920 x 1200) IPS, 165Hz, 300 nits, 100% sRGB"
"68c5583b9869e837e80ce9b1",60,"Laptop Lenovo Legion Pro 7 16IAX10H - 83F5008VVN (Ultra 9-275HX/ GeForce RTX™ 5070Ti/ 32GB/ 1TB/ Windows 11 + Office)","Lenovo","Gaming",75490000,"Intel® Core™ Ultra 9-275HX","GeForce RTX™ 5070Ti 12GB GDDR7, 992 AI TOPs","2 x 16GB 6400MHz DDR5","","","16"" WQXGA (2560 x 1600) OLED, 240Hz, Màn hình gương, 500 nits, G-Sync, 100% DCI-P3"
"68c5583b9869e837e80ce9b2",61,"Laptop Asus Gaming V16 K3607VJ-RP106W (Core 7 240H/ GeForce RTX™ 3050/ 16GB/ 512GB/ Windows 11)","Asus","Gaming",24490000,"Intel Core 7 240H","GeForce RTX™ 3050 6GB GDDR6, 143 AI TOPs","1 x 16GB DDR5","","","16"" WUXGA (1920 x 1200) IPS, 144Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9b3",62,"Laptop Asus ExpertBook P1 P1503CVA-S71559W (Core i5-13420H/ Onboard graphics/ 16GB/ 512GB/ Windows 11)","Asus","Business",15490000,"Intel® Core™ i5-13420H","Onboard graphics","1 x 16GB DDR5","","","15.6"" Full HD (1920 x 1080) IPS, 60Hz, Màn hình chống lóa, 300 nits, 45% NTSC"
"68c5583b9869e837e80ce9b4",63,"Laptop Lenovo Legion Pro 5 16IAX10 - 83F3002GVN (Ultra 9 275HX/ GeForce RTX™ 5070/ 32GB/ 1TB/ Windows 11 + Office)","Lenovo","Gaming",55990000,"Intel® Core™ Ultra 9-275HX","GeForce RTX™ 5070 8GB GDDR7, 798 AI TOPs","2 x 16GB 5600MHz DDR5","","","16"" WQXGA (2560 x 1600) OLED, 165Hz, Màn hình chống lóa, 500 nits, G-Sync, 100% DCI-P3"
"68c5583b9869e837e80ce9b5",64,"Laptop Lenovo Legion Pro 5 16IAX10 - 83F3003VVN (Ultra 9-275HX/ GeForce RTX™ 5060/ 32GB/ 1TB/ Windows 11 + Office)","Lenovo","Gaming",50990000,"Intel® Core™ Ultra 9-275HX","GeForce RTX™ 5060 8GB GDDR7, 572 AI TOPs","2 x 16GB 5600MHz DDR5","","","16"" WQXGA (2560 x 1600) OLED, 165Hz, Màn hình gương, 500 nits, G-Sync, 100% DCI-P3"
